*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"100128","Metro Van - Richmond","10371 Aragon Rd","49.141437","-123.108215","4","PE,LU,P4,R","PM2.5","7","6","7","5","5","4","4","5","4","7","10","6","6","5","99","","","","","","","","","","","",""
"100128","Metro Van - Richmond","10371 Aragon Rd","49.141437","-123.108215","4","PE,LU,P4,R","SO2","0.3","0.2","0.3","0.1","0.2","0.2","0.2","0.4","0.2","0.3","0.5","0.2","0.3","0.3","98","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","CO","0.27","0.24","0.23","0.19","0.19","0.15","0.18","0.22","0.17","0.24","0.32","","0.22","0.1","92","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","NO","16","6","5","2","3","2","2","3","3","7","19","7","6","14","99","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","NO2","16","16","14","9","10","8","7","10","9","13","16","12","12","8","99","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","NOX","32","22","19","11","13","11","9","12","12","20","35","19","18","20","99","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","O3","12","17","23","27","23","21","17","18","14","13","8","13","17","12","99","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","PM2.5","5","5","4","3","6","4","4","6","4","4","6","3","4","3","98","","","","","","","","","","","",""
"100132","Metro Van - North Vancouver","16th St. & Jones Ave","49.323994","-123.083496","71","PE,LU,P5,R","SO2","0.2","0.1","0.2","0.1","0.2","0.4","0.3","0.4","0.2","0.2","0.4","0.1","0.2","0.4","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","CO","0.35","0.29","0.27","0.2","0.18","0.13","0.14","0.19","0.18","0.26","0.41","0.28","0.24","0.16","95","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","NO","27","11","12","4","4","3","3","4","4","12","35","13","11","24","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","NO2","19","21","20","11","10","8","8","10","10","14","18","18","14","9","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","NOX","46","32","32","15","14","10","11","15","14","26","53","31","25","29","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","O3","11","16","18","27","24","23","18","18","15","13","7","9","16","12","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","PM10","12","12","14","10","14","12","10","13","9","12","16","8","12","7","94","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","PM2.5","7","6","7","4","5","3","3","5","3","6","8","5","5","4","99","","","","","","","","","","","",""
"100134","Metro Van - Richmond","3153 Templeton Street","49.186265","-123.152422","1","PE,LU,P5,C","SO2","0.4","0.3","0.6","0.3","0.4","0.3","0.3","0.4","0.3","0.4","0.5","0.2","0.4","0.4","95","","","","","","","","","","","",""
"100135","Metro Van - Coquitlam","1250 Pinetree Way","49.288265","-122.79157","38","PE,LU,P5,R","CO","0.23","0.25","0.22","0.18","0.16","0.13","0.15","0.18","","","","0.25","","","73","","","","","","","","","","","",""
"100135","Metro Van - Coquitlam","1250 Pinetree Way","49.288265","-122.79157","38","PE,LU,P5,R","NO","13","7","4","2","2","1","1","2","3","6","15","9","5","10","99","","","","","","","","","","","",""
"100135","Metro Van - Coquitlam","1250 Pinetree Way","49.288265","-122.79157","38","PE,LU,P5,R","NO2","13","16","13","7","8","6","6","7","7","11","13","11","10","7","99","","","","","","","","","","","",""
"100135","Metro Van - Coquitlam","1250 Pinetree Way","49.288265","-122.79157","38","PE,LU,P5,R","NOX","27","22","17","9","9","7","7","9","10","17","27","20","15","15","99","","","","","","","","","","","",""
"100135","Metro Van - Coquitlam","1250 Pinetree Way","49.288265","-122.79157","38","PE,LU,P5,R","O3","11","16","21","25","23","23","18","19","13","10","7","10","16","12","99","","","","","","","","","","","",""
"100136","Metro Van - Burnaby","Grosvenor Cresent","49.287869","-122.98563","200","PS,LU,P4,R","SO2","1","0.3","0.5","0.3","0.4","0.5","0.4","0.6","0.3","0.5","1.1","0.1","0.5","1.7","100","","","","","","","","","","","",""
"100137","Metro Van - Burnaby","Eton And Madison Ave Burnaby","49.287483","-123.007975","70","PS,LU,P5,R","PM10","7","9","10","9","14","12","10","13","10","10","10","6","10","6","99","","","","","","","","","","","",""
"100137","Metro Van - Burnaby","Eton And Madison Ave Burnaby","49.287483","-123.007975","70","PS,LU,P5,R","SO2","0.6","0.3","0.5","0.4","0.6","0.5","0.5","0.6","0.4","0.4","0.6","0.4","0.5","0.6","99","","","","","","","","","","","",""
"100138","Metro Van - West Vancouver","6350 Marine Drive","49.36861","-123.276741","65","T,LU,P2,R","CO","0.16","0.16","0.16","0.14","0.14","0.13","0.13","0.17","0.14","0.15","0.18","0.15","0.15","0.05","98","","","","","","","","","","","",""
"100138","Metro Van - West Vancouver","6350 Marine Drive","49.36861","-123.276741","65","T,LU,P2,R","PM2.5","3","4","4","2","4","3","3","5","3","5","6","4","4","3","95","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","CO","0.18","0.17","0.17","0.14","0.12","0.1","0.1","0.13","0.12","0.15","0.19","0.16","0.14","0.05","98","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","NO","6","2","2","1","1","1","1","1","1","2","6","3","2","5","99","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","NO2","10","8","9","5","5","4","4","5","5","7","10","8","7","6","99","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","NOX","16","10","11","6","6","5","6","6","6","9","16","12","9","10","99","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","O3","15","25","27","33","29","26","21","22","19","18","11","16","22","11","99","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","PM2.5","4","4","5","4","4","3","3","4","3","5","7","5","4","3","99","","","","","","","","","","","",""
"100140","Metro Van - Delta","411 Milsom Wynd","49.009877","-123.081997","52","PE,LU,P3,R","SO2","0.3","0.3","0.4","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.2","0.1","0.2","0.3","97","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","CO","","0.45","0.42","0.31","0.29","0.24","0.25","0.32","0.32","0.46","0.72","0.44","0.38","0.27","88","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","NO","66","40","32","16","13","12","13","16","20","38","78","35","31","43","98","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","NO2","24","26","24","17","15","13","12","15","13","17","21","21","18","10","98","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","NOX","89","67","56","32","28","24","25","31","33","54","99","56","49","49","98","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","O3","7","11","14","19","17","16","13","12","10","8","5","6","11","11","98","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","PM2.5","9","8","8","5","7","5","5","7","5","8","12","7","7","6","100","","","","","","","","","","","",""
"100141","Metro Van - Vancouver","1290 East 11th Ave,","49.260267","-123.077776","30","T,LU,P6,R","SO2","0.5","0.3","0.4","0.3","0.3","0.5","0.5","0.4","0.4","0.3","0.6","0.3","0.4","0.4","97","","","","","","","","","","","",""
"100143","Agassiz","7170 Cheam Avenue","49.238008","-121.762264","23","PE,MU,P2,R","NO","6","4","4","2","3","2","3","3","4","7","10","9","5","8","99","","","","","","","","","","","",""
"100143","Agassiz","7170 Cheam Avenue","49.238008","-121.762264","23","PE,MU,P2,R","NO2","8","6","8","6","8","6","6","8","7","8","8","9","7","5","99","","","","","","","","","","","",""
"100143","Agassiz","7170 Cheam Avenue","49.238008","-121.762264","23","PE,MU,P2,R","NOX","14","10","13","8","10","9","9","11","11","14","18","18","12","12","99","","","","","","","","","","","",""
"100143","Agassiz","7170 Cheam Avenue","49.238008","-121.762264","23","PE,MU,P2,R","O3","16","28","28","27","22","21","17","19","13","13","13","10","19","13","100","","","","","","","","","","","",""
"100143","Agassiz","7170 Cheam Avenue","49.238008","-121.762264","23","PE,MU,P2,R","PM2.5","3","4","6","5","7","5","5","7","5","5","7","4","5","4","98","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","NO","13","16","17","7","3","2","2","3","4","8","10","11","8","14","96","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","NO2","16","20","22","11","7","5","5","5","6","9","10","12","11","9","96","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","NOX","29","36","38","18","11","7","7","9","10","17","19","23","19","22","96","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","O3","14","20","20","30","28","22","18","17","13","15","13","14","19","13","96","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","PM10","13","14","38","26","21","14","13","16","14","18","20","10","18","22","98","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","PM2.5","11","13","15","8","10","6","","","","","","","","","53","","","","","","","","","","","",""
"100202","Prince George","Plaza 400, 1011 4th Avenue","53.91472","-122.74194","588","PS,MU,P3,R","SO2","2.3","1.6","1.8","","1","1","0.9","1.1","0.6","0.5","0.8","1.2","1.2","2.6","89","","","","","","","","","","","",""
"100210","Prince George","","53.90333","-122.70361","733","PS,MU,P3,F","SO2","4.4","9.6","8.1","3","3.8","1.4","0.6","2.4","2.2","1.4","1.6","0.9","3.3","11.1","92","","","","","","","","","","","",""
"100211","Prince George","775 E Highway 16","53.908008","-122.713344","616","PS,MU,P3,I","SO2","3.4","5.1","4.8","2.1","3.9","2.9","2.6","2.3","2.4","1.1","1.7","1.2","2.8","6.1","96","","","","","","","","","","","",""
"100212","Prince George","Marsulex Acid Plant, 8901 Penn Road","53.8416","-122.7344","604","RB,NU,P2,I","SO2","1","1.6","1.5","0.6","0.9","0.7","0.5","0.4","0.4","0.4","0.4","0.6","0.7","1.2","95","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","CO","0.23","0.23","0.23","0.16","0.15","0.12","0.13","0.16","0.17","0.23","0.26","0.24","0.19","0.12","91","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","NO","4","4","3","2","4","4","6","6","5","6","7","3","4","10","95","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","NO2","9","8","10","6","8","6","7","9","8","9","9","8","8","6","95","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","NOX","13","12","13","8","12","9","13","15","13","15","16","12","12","14","95","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","O3","16","25","26","31","24","21","16","17","15","16","13","15","20","11","95","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","PM2.5","10","9","10","5","6","4","3","6","4","8","9","7","7","6","99","","","","","","","","","","","",""
"100304","Victoria","Sj Willis School, 923 Topaz Ave.","48.441942","-123.363165","29","T,LU,P6,R","SO2","0.4","0.2","0.3","0.1","0.3","0.2","0.3","0.3","0.2","0.3","0.4","0.3","0.3","0.4","95","","","","","","","","","","","",""
"100308","Victoria","3300 Wishart Road","48.42369","-123.49432","86","PE,LU,P3,R","NO","3","1","1","1","1","0","1","1","1","2","5","2","2","5","95","","","","","","","","","","","",""
"100308","Victoria","3300 Wishart Road","48.42369","-123.49432","86","PE,LU,P3,R","NO2","7","6","6","3","4","2","2","3","4","5","6","6","5","4","95","","","","","","","","","","","",""
"100308","Victoria","3300 Wishart Road","48.42369","-123.49432","86","PE,LU,P3,R","NOX","10","7","8","4","4","2","3","4","5","7","11","8","6","7","95","","","","","","","","","","","",""
"100308","Victoria","3300 Wishart Road","48.42369","-123.49432","86","PE,LU,P3,R","O3","16","25","28","34","28","27","20","22","18","16","12","14","22","13","95","","","","","","","","","","","",""
"100308","Victoria","3300 Wishart Road","48.42369","-123.49432","86","PE,LU,P3,R","PM2.5","8","7","7","4","5","3","2","4","4","7","","","","","81","","","","","","","","","","","",""
"100318","Victoria","21 Erie St.","48.421417","-123.384178","0","T,LU,P5,R","SO2","0.2","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","0","0.1","0.2","95","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","NO","9","9","11","4","5","3","4","4","5","7","12","9","7","10","95","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","NO2","14","17","18","10","10","6","6","8","8","10","12","12","11","8","95","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","NOX","22","26","29","15","15","9","11","12","12","17","25","21","18","16","95","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","O3","13","19","22","29","27","28","22","24","17","16","7","12","20","13","95","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","PM2.5","7","9","10","6","8","5","5","7","6","7","11","8","7","5","99","","","","","","","","","","","",""
"100401","Kamloops","317 Seymour St.","50.67477","-120.334016","381","PE,MU,P3,R","SO2","0.2","0.2","0.3","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.2","0.3","95","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","CO","0.27","0.25","0.26","0.22","0.19","","","","","","","","","","40","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","NO","3","2","2","2","1","","","","","","","","","","40","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","NO2","11","9","11","7","4","","","","","","","","","","40","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","NOX","14","11","13","8","5","","","","","","","","","","40","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","O3","17","27","32","33","33","","","","","","","","","","40","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","PM10","12","12","21","14","15","","","","","","","","","","41","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","PM2.5","8","7","8","5","5","","","","","","","","","","44","","","","","","","","","","","",""
"100701","Kelowna","3333 College Way","49.862336","-119.477367","347","PE,LU,P5,R","SO2","0.3","0.3","","","","","","","","","","","","","18","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","CO","","","","","","","","","0.17","0.2","0.26","0.23","","","27","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","NO","","","","","","","","","1","2","4","3","","","29","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","NO2","","","","","","","","","4","6","8","8","","","29","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","NOX","","","","","","","","","4","8","12","10","","","29","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","O3","","","","","","","","","16","17","11","13","","","29","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","PM2.5","","","","","","","","","1","6","10","7","","","30","","","","","","","","","","","",""
"100703","Kelowna","1450 Klo Road","49.862119","-119.467461","","PE,LU,P5,R","SO2","","","","","","","","","0.4","0.4","0.5","0.5","","","29","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","CO","0.25","0.2","0.25","0.2","0.2","0.15","0.16","0.21","0.2","0.23","0.28","0.24","0.21","0.1","99","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","NO","6","3","2","1","2","1","2","2","2","5","9","5","3","7","99","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","NO2","12","10","11","7","7","6","6","8","7","9","11","11","9","6","99","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","NOX","17","12","13","8","9","7","8","10","9","14","20","16","12","11","99","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","O3","14","25","25","29","25","23","18","21","16","14","11","9","19","13","100","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","PM10","9","10","11","8","13","10","9","13","9","10","10","6","10","6","98","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","PM2.5","6","5","8","4","7","4","4","6","3","6","9","5","5","5","99","","","","","","","","","","","",""
"101003","Metro Van - Abbotsford","32995 Bevan Ave.","49.04258","-122.30982","58","PE,LU,P4,R","SO2","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0","0.1","0.3","99","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","CO","0.15","0.14","0.16","0.14","0.11","0.08","0.09","0.12","0.11","0.14","0.16","0.14","0.13","0.05","96","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","NO","4","2","2","1","2","2","2","2","2","4","6","4","3","6","97","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","NO2","9","8","9","5","6","5","6","6","5","8","9","9","7","5","97","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","NOX","13","10","11","7","8","6","8","9","7","12","15","13","10","9","97","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","O3","17","26","28","30","25","23","18","20","16","15","13","12","20","13","98","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","PM10","9","10","13","10","17","12","12","16","10","10","14","8","12","9","98","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","PM2.5","6","5","8","5","7","4","4","6","4","7","9","5","6","5","99","","","","","","","","","","","",""
"101005","Metro Van - Abbotsford","1073 Columbia Street","49.021554","-122.326523","65","PE,LU,P3,A","SO2","0.1","0.1","0.2","0.2","0.3","0.1","0.2","0.2","0.2","0.3","0.2","0.2","0.2","0.2","95","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","CO","0.18","0.17","0.19","0.17","0.17","0.13","0.14","0.18","0.16","0.19","0.21","0.18","0.17","0.06","95","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","NO","5","4","5","2","4","4","5","6","5","7","10","6","5","9","99","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","NO2","8","6","10","6","8","6","7","8","7","8","8","9","8","5","99","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","NOX","13","10","14","7","11","10","12","14","12","15","18","15","13","12","99","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","O3","14","26","25","27","24","23","18","19","14","14","12","10","19","13","99","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","PM10","7","13","10","7","14","9","9","12","9","10","11","6","10","6","99","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","PM2.5","4","6","9","6","9","6","7","7","4","6","7","4","6","5","97","","","","","","","","","","","",""
"101101","Metro Van-Chilliwack","46360 Airport Road","49.155848","-121.940279","12","PE,MU,P3,R","SO2","0.1","0","0.1","0.1","0.2","0.2","0.2","0.3","0.2","0.2","0.2","0","0.1","0.2","95","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","NO","20","9","9","3","4","3","4","4","4","9","19","7","8","19","99","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","NO2","9","12","12","7","9","7","7","8","7","8","10","6","8","7","99","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","NOX","30","21","21","9","13","9","10","12","11","17","29","13","16","23","99","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","O3","13","19","21","26","21","21","16","17","13","12","8","14","17","13","99","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","PM2.5","6","5","6","4","6","5","5","6","3","5","8","3","5","4","98","","","","","","","","","","","",""
"101202","Metro Van-Pitt Meadows","18477 Dewdny Trunk","49.245233","-122.70889","5","PE,LU,P3,A","SO2","0.6","0.3","0.5","0.2","0.3","0.3","0.3","0.4","0.3","0.3","0.6","0.3","0.4","0.4","95","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","CO","0.24","0.2","0.23","0.2","0.17","0.12","0.13","0.19","0.18","0.23","0.25","0.18","0.19","0.08","95","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","NO","5","1","2","1","1","1","1","1","1","3","7","2","2","5","98","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","NO2","8","7","9","5","5","3","3","5","4","7","9","7","6","5","98","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","NOX","13","8","11","6","5","4","4","5","5","10","16","9","8","8","98","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","O3","16","27","25","29","25","24","19","21","16","14","11","14","20","13","99","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","PM10","9","9","11","10","13","9","9","11","8","13","12","6","10","6","99","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","PM2.5","7","5","8","7","5","3","3","5","4","9","9","4","6","6","98","","","","","","","","","","","",""
"101301","Metro Van-Langley","23752 52nd Avenue","49.09561","-122.567104","88","PE,LU,P3,R","SO2","0.1","0.1","0.2","0.2","0.3","0.3","0.2","0.3","0.2","0.1","0.2","0.1","0.2","0.3","98","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","CO","0.14","0.15","0.16","0.15","0.14","0.13","0.13","0.17","0.16","0.16","0.17","0.17","0.15","0.04","99","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","NO","7","5","4","1","1","1","2","2","2","4","5","6","3","6","98","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","NO2","5","4","6","4","5","4","4","6","5","6","6","8","5","4","98","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","NOX","12","8","9","5","6","6","6","8","7","10","11","14","9","9","98","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","O3","12","27","26","26","25","23","19","22","15","12","11","8","19","14","99","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","PM10","6","9","9","7","13","9","10","12","10","9","9","6","9","5","99","","","","","","","","","","","",""
"101401","Metro Van-Hope","62715 Airport Road","49.369887","-121.49912","40","RB,SU,P2,F","PM2.5","4","4","5","4","6","4","4","6","4","5","6","4","5","3","97","","","","","","","","","","","",""
